Name;EDoID;isED;Age;Gender;isM;Nationality;Current_Com_Roles;Historical_Com_Roles;Number_Committees;Recent_Compensation;Recent_Comp_Mil;Recent_Comp_Thous;Company;Sector;Industry
Gary L Cowger;ID;0;66;M;1;American;3;4;6;183;0,183;183;DELPHI AUTOMOTIVE PLC (Quoted);Consumer Goods;Auto Parts
Nicholas (Nick) Michael Donofrio;ID;0;68;M;1;American;8;13;8;201;0,201;201;DELPHI AUTOMOTIVE PLC (Quoted);Consumer Goods;Auto Parts
Mark Paul Frissora;ID;0;58;M;1;British;5;15;8;183;0,183;183;DELPHI AUTOMOTIVE PLC (Quoted);Consumer Goods;Auto Parts
Rajiv (Raj) Lochan Gupta;ID;0;68;M;1;American;4;18;8;198;0,198;198;DELPHI AUTOMOTIVE PLC (Quoted);Consumer Goods;Auto Parts
John (Jack) A Krol;ID;0;77;M;1;American;2;19;6;366;0,366;366;DELPHI AUTOMOTIVE PLC (Quoted);Consumer Goods;Auto Parts
James (Randy) Randall MacDonald;ID;0;66;M;1;American;2;4;2;183;0,183;183;DELPHI AUTOMOTIVE PLC (Quoted);Consumer Goods;Auto Parts
Sean Owen Mahoney;ID;0;53;M;1;;6;7;5;183;0,183;183;DELPHI AUTOMOTIVE PLC (Quoted);Consumer Goods;Auto Parts
Thomas W Sidlik;ID;0;64;M;1;American;2;3;3;183;0,183;183;DELPHI AUTOMOTIVE PLC (Quoted);Consumer Goods;Auto Parts
Professor, Dr Bernd  Wiedemann;ID;0;71;M;1;;2;4;5;183;0,183;183;DELPHI AUTOMOTIVE PLC (Quoted);Consumer Goods;Auto Parts
Lawrence (Larry) A Zimmerman;ID;0;71;M;1;American;8;14;6;201;0,201;201;DELPHI AUTOMOTIVE PLC (Quoted);Consumer Goods;Auto Parts
Mark B Templeton;ED;1;61;M;1;American;2;3;2;5,382;5,382;5382;CITRIX SYSTEMS INC (Quoted);Technology;Business Software & Services
Thomas (Tom) F Bogan;ID;0;62;M;1;American;8;10;8;;;;CITRIX SYSTEMS INC (Quoted);Technology;Business Software & Services
Nanci E Caldwell;ID;0;55;F;0;Canadian;2;7;5;;;;CITRIX SYSTEMS INC (Quoted);Technology;Business Software & Services
Robert (Bob) Dominick Daleo;ID;0;64;M;1;American;2;5;2;;;;CITRIX SYSTEMS INC (Quoted);Technology;Business Software & Services
Murray John Demo;ID;0;53;M;1;American;4;7;4;212;0,212;212;CITRIX SYSTEMS INC (Quoted);Technology;Business Software & Services
Stephen (Steve) M Dow;ID;0;59;M;1;American;4;11;8;218;0,218;218;CITRIX SYSTEMS INC (Quoted);Technology;Business Software & Services
Asiff S Hirji;ID;0;49;M;1;American;3;5;4;200;0,2;200;CITRIX SYSTEMS INC (Quoted);Technology;Business Software & Services
Gary E Morin;ID;0;65;M;1;American;1;11;2;;;;CITRIX SYSTEMS INC (Quoted);Technology;Business Software & Services
Godfrey R Sullivan;ID;0;61;M;1;American;3;8;2;;;;CITRIX SYSTEMS INC (Quoted);Technology;Business Software & Services
Steven (Steve) L Mueller;ED;1;61;M;1;American;0;0;8;2,79;2,79;2790;SOUTHWESTERN ENERGY CO (Quoted);Basic Materials;Independent Oil & Gas
Lewis E Epley Jr;ID;0;78;M;1;;0;4;1;;;;SOUTHWESTERN ENERGY CO (Quoted);Basic Materials;Independent Oil & Gas
John D Gass;ID;0;61;M;1;American;3;3;3;99;0,099;99;SOUTHWESTERN ENERGY CO (Quoted);Basic Materials;Independent Oil & Gas
Robert Lowell Howard;ID;0;78;M;1;American;0;13;3;;;;SOUTHWESTERN ENERGY CO (Quoted);Basic Materials;Independent Oil & Gas
Catherine A Kehr;ID;0;51;F;0;;3;3;1;125;0,125;125;SOUTHWESTERN ENERGY CO (Quoted);Basic Materials;Independent Oil & Gas
Greg D Kerley;ID;0;59;M;1;;1;1;1;354;0,354;354;SOUTHWESTERN ENERGY CO (Quoted);Basic Materials;Independent Oil & Gas
Harold M Korell;ID;0;70;M;1;;0;0;1;171;0,171;171;SOUTHWESTERN ENERGY CO (Quoted);Basic Materials;Independent Oil & Gas
Vello A Kuuskraa;ID;0;73;M;1;;2;3;6;125;0,125;125;SOUTHWESTERN ENERGY CO (Quoted);Basic Materials;Independent Oil & Gas
Kenneth (Ken) R Mourton;ID;0;63;M;1;;3;5;3;125;0,125;125;SOUTHWESTERN ENERGY CO (Quoted);Basic Materials;Independent Oil & Gas
Elliott  Pew;ID;0;59;M;1;;3;4;3;110;0,11;110;SOUTHWESTERN ENERGY CO (Quoted);Basic Materials;Independent Oil & Gas
Charles E Scharlau;ID;0;86;M;1;American;0;4;5;;;;SOUTHWESTERN ENERGY CO (Quoted);Basic Materials;Independent Oil & Gas
Alan H Stevens;ID;0;69;M;1;American;2;2;1;125;0,125;125;SOUTHWESTERN ENERGY CO (Quoted);Basic Materials;Independent Oil & Gas
Doctor Andrés Ricardo Gluski Weilert;ED;1;57;M;1;Venezuelan;3;5;6;9,855;9,855;9855;AES CORP (Quoted);Utilities;Electric Utilities
Zhang  Guobao;ID;0;70;M;1;;0;0;4;139;0,139;139;AES CORP (Quoted);Utilities;Electric Utilities
Charles (Chuck) L Harrington;ID;0;56;M;1;;1;1;5;84;0,084;84;AES CORP (Quoted);Utilities;Electric Utilities
Doctor Kristina M Johnson;ID;0;57;F;0;American;6;17;5;159;0,159;159;AES CORP (Quoted);Utilities;Electric Utilities
Doctor Tarun  Khanna;ID;0;48;M;1;Indian;3;3;6;170;0,17;170;AES CORP (Quoted);Utilities;Electric Utilities
Ambassador Philip (Phil)  Lader;ID;0;67;M;1;American;11;21;6;175;0,175;175;AES CORP (Quoted);Utilities;Electric Utilities
James H Miller;ID;0;66;M;1;American;6;8;5;160;0,16;160;AES CORP (Quoted);Utilities;Electric Utilities
Doctor Sandra (Sandy) Ohrn Moose;ID;0;72;F;0;American;5;17;8;161;0,161;161;AES CORP (Quoted);Utilities;Electric Utilities
John (Jay) B Morse Jr;ID;0;68;M;1;American;6;12;3;173;0,173;173;AES CORP (Quoted);Utilities;Electric Utilities
Doctor Moisés  Naim;ID;0;62;M;1;Venezuelan;1;1;8;182;0,182;182;AES CORP (Quoted);Utilities;Electric Utilities
Charles Ossola Rossotti;ID;0;74;M;1;American;0;12;8;283;0,283;283;AES CORP (Quoted);Utilities;Electric Utilities
Sven  Sandstrom;ID;0;73;M;1;Swedish;2;4;1;167;0,167;167;AES CORP (Quoted);Utilities;Electric Utilities
Timothy (Tim) D Cook;ED;1;53;M;1;American;2;3;2;2,602;2,602;2602;APPLE INC (Apple Computer Inc prior to 01/2007) (Quoted);Consumer Goods;Electronic Equipment
William (Bill) V Campbell;ID;0;74;M;1;American;2;17;4;208;0,208;208;APPLE INC (Apple Computer Inc prior to 01/2007) (Quoted);Consumer Goods;Electronic Equipment
Millard (Mickey) Steven Drexler;ID;0;70;M;1;American;2;3;3;199;0,199;199;APPLE INC (Apple Computer Inc prior to 01/2007) (Quoted);Consumer Goods;Electronic Equipment
The Hon. Albert (Al) Arnold Gore Jr;ID;0;65;M;1;American;2;2;8;199;0,199;199;APPLE INC (Apple Computer Inc prior to 01/2007) (Quoted);Consumer Goods;Electronic Equipment
Robert (Bob) A Iger;ID;0;63;M;1;American;2;2;4;199;0,199;199;APPLE INC (Apple Computer Inc prior to 01/2007) (Quoted);Consumer Goods;Electronic Equipment
Andrea  Jung;ID;0;55;F;0;;4;9;4;211;0,211;211;APPLE INC (Apple Computer Inc prior to 01/2007) (Quoted);Consumer Goods;Electronic Equipment
Doctor Arthur (Art) D Levinson;ID;0;63;M;1;American;2;8;6;323;0,323;323;APPLE INC (Apple Computer Inc prior to 01/2007) (Quoted);Consumer Goods;Electronic Equipment
Doctor Ronald (Ron) Darwin Sugar;ID;0;65;M;1;American;6;10;5;215;0,215;215;APPLE INC (Apple Computer Inc prior to 01/2007) (Quoted);Consumer Goods;Electronic Equipment
Rex W Tillerson;ED;1;61;M;1;American;2;2;3;16,585;16,585;16585;EXXON MOBIL CORP (Quoted);Basic Materials;Major Integrated Oil & Gas
Doctor Michael Jay Boskin;ID;0;68;M;1;American;5;24;7;;;;EXXON MOBIL CORP (Quoted);Basic Materials;Major Integrated Oil & Gas
Peter  Brabeck-Letmathe;ID;0;69;M;1;Austrian;8;18;6;;;;EXXON MOBIL CORP (Quoted);Basic Materials;Major Integrated Oil & Gas
Ursula M Burns;ID;0;55;F;0;American;4;11;6;435;0,435;435;EXXON MOBIL CORP (Quoted);Basic Materials;Major Integrated Oil & Gas
Doctor Larry Ray Faulkner;ID;0;70;M;1;American;2;8;2;202;0,202;202;EXXON MOBIL CORP (Quoted);Basic Materials;Major Integrated Oil & Gas
Jay Steven Fishman;ID;0;61;M;1;American;4;7;4;202;0,202;202;EXXON MOBIL CORP (Quoted);Basic Materials;Major Integrated Oil & Gas
Henrietta Holsman Fore;ID;0;66;F;0;;4;4;4;486;0,486;486;EXXON MOBIL CORP (Quoted);Basic Materials;Major Integrated Oil & Gas
Kenneth (Ken) C Frazier;ID;0;59;M;1;American;2;3;5;202;0,202;202;EXXON MOBIL CORP (Quoted);Basic Materials;Major Integrated Oil & Gas
Professor William (Bill) Wallace George;ID;0;71;M;1;American;7;19;3;208;0,208;208;EXXON MOBIL CORP (Quoted);Basic Materials;Major Integrated Oil & Gas
Samuel (Sam) J Palmisano;ID;0;62;M;1;American;3;9;3;;;;EXXON MOBIL CORP (Quoted);Basic Materials;Major Integrated Oil & Gas
Steven (Steve) S Reinemund;ID;0;65;M;1;American;9;14;5;;;;EXXON MOBIL CORP (Quoted);Basic Materials;Major Integrated Oil & Gas
William (Bill) C Weldon;ID;0;65;M;1;American;4;6;5;;;;EXXON MOBIL CORP (Quoted);Basic Materials;Major Integrated Oil & Gas
Edward (Ed) E Whitacre Jr;ID;0;72;M;1;American;2;24;1;202;0,202;202;EXXON MOBIL CORP (Quoted);Basic Materials;Major Integrated Oil & Gas
Steven (Steve) Albert Kandarian;ED;1;63;M;1;American;1;4;2;14,124;14,124;14124;METLIFE INC (Quoted);Financial;Life Insurance
Sylvia Mathews Burwell;ID;0;49;F;0;American;0;6;1;;;;METLIFE INC (Quoted);Financial;Life Insurance
Doctor Kurt Michael Campbell;ID;0;56;M;1;;0;0;3;;;;METLIFE INC (Quoted);Financial;Life Insurance
Cheryl Wray Grisé;ID;0;62;F;0;American;8;25;5;;;;METLIFE INC (Quoted);Financial;Life Insurance
The Hon. Carlos Miguel Gutierrez;ID;0;60;M;1;American;3;12;5;;;;METLIFE INC (Quoted);Financial;Life Insurance
Doctor Robert Glenn Hubbard;ID;0;55;M;1;American;9;29;8;;;;METLIFE INC (Quoted);Financial;Life Insurance
General John (Jack) Michael Keane;ID;0;71;M;1;American;4;14;8;158;0,158;158;METLIFE INC (Quoted);Financial;Life Insurance
Alfred (Al) F Kelly Jr;ID;0;56;M;1;American;3;6;5;174;0,174;174;METLIFE INC (Quoted);Financial;Life Insurance
William Earl Kennard;ID;0;57;M;1;American;2;7;5;;;;METLIFE INC (Quoted);Financial;Life Insurance
James (Jim) Marshall Kilts Jr;ID;0;66;M;1;American;7;28;8;;;;METLIFE INC (Quoted);Financial;Life Insurance
Catherine R Kinney;ID;0;62;F;0;American;8;13;7;;;;METLIFE INC (Quoted);Financial;Life Insurance
Denise M Morrison;ID;0;60;F;0;American;2;7;3;;;;METLIFE INC (Quoted);Financial;Life Insurance
Hugh B Price;ID;0;72;M;1;American;3;13;4;158;0,158;158;METLIFE INC (Quoted);Financial;Life Insurance
Doctor David  Satcher;ID;0;73;M;1;American;0;10;0;;;;METLIFE INC (Quoted);Financial;Life Insurance
Kenton J Sicchitano;ID;0;69;M;1;American;6;11;4;;;;METLIFE INC (Quoted);Financial;Life Insurance
Lulu Chow Wang;ID;0;70;F;0;American;1;4;5;171;0,171;171;METLIFE INC (Quoted);Financial;Life Insurance
Gregory (Greg) T Lucier;ED;1;49;M;1;;3;5;5;;;;LIFE TECHNOLOGIES CORP (Invitrogen Corp prior to 11/2008) (De-listed 02/2014) (Quoted);Healthcare;Medical Laboratories & Research
George (Rick) F Adam Jr;ID;0;67;M;1;American;0;2;1;;;;LIFE TECHNOLOGIES CORP (Invitrogen Corp prior to 11/2008) (De-listed 02/2014) (Quoted);Healthcare;Medical Laboratories & Research
Raymond (Ray) V Dittamore;ID;0;71;M;1;American;1;14;1;;;;LIFE TECHNOLOGIES CORP (Invitrogen Corp prior to 11/2008) (De-listed 02/2014) (Quoted);Healthcare;Medical Laboratories & Research
Donald (Don) W Grimm;ID;0;72;M;1;American;0;5;8;;;;LIFE TECHNOLOGIES CORP (Invitrogen Corp prior to 11/2008) (De-listed 02/2014) (Quoted);Healthcare;Medical Laboratories & Research
Balakrishnan (Bala) S Iyer;ID;0;57;M;1;American;8;23;4;;;;LIFE TECHNOLOGIES CORP (Invitrogen Corp prior to 11/2008) (De-listed 02/2014) (Quoted);Healthcare;Medical Laboratories & Research
Doctor Arnold Jay Levine;ID;0;74;M;1;American;1;15;7;;;;LIFE TECHNOLOGIES CORP (Invitrogen Corp prior to 11/2008) (De-listed 02/2014) (Quoted);Healthcare;Medical Laboratories & Research
Bradley (Brad) G Lorimier;ID;0;68;M;1;;0;5;0;;;;LIFE TECHNOLOGIES CORP (Invitrogen Corp prior to 11/2008) (De-listed 02/2014) (Quoted);Healthcare;Medical Laboratories & Research
Ronald (Ron) A Matricaria;ID;0;72;M;1;American;0;23;4;;;;LIFE TECHNOLOGIES CORP (Invitrogen Corp prior to 11/2008) (De-listed 02/2014) (Quoted);Healthcare;Medical Laboratories & Research
Craig James Mundie;ID;0;64;M;1;American;0;0;2;;;;LIFE TECHNOLOGIES CORP (Invitrogen Corp prior to 11/2008) (De-listed 02/2014) (Quoted);Healthcare;Medical Laboratories & Research
Doctor Ora Hirsch Pescovitz;ID;0;57;F;0;;0;1;4;;;;LIFE TECHNOLOGIES CORP (Invitrogen Corp prior to 11/2008) (De-listed 02/2014) (Quoted);Healthcare;Medical Laboratories & Research
Doctor Per Artur Peterson;ID;0;69;M;1;Swedish;0;3;1;;;;LIFE TECHNOLOGIES CORP (Invitrogen Corp prior to 11/2008) (De-listed 02/2014) (Quoted);Healthcare;Medical Laboratories & Research
Doctor David Charles U'Prichard;ID;0;65;M;1;American;2;11;8;;;;LIFE TECHNOLOGIES CORP (Invitrogen Corp prior to 11/2008) (De-listed 02/2014) (Quoted);Healthcare;Medical Laboratories & Research
Daniel (Dan) R DiMicco;ED;1;63;M;1;American;2;4;2;8,288;8,288;8288;NUCOR CORP (Quoted);Basic Materials;Steel & Iron
John J Ferriola;ED;1;62;M;1;American;0;0;1;;;;NUCOR CORP (Quoted);Basic Materials;Steel & Iron
Peter C Browning;ID;0;72;M;1;American;13;33;6;;;;NUCOR CORP (Quoted);Basic Materials;Steel & Iron
Clayton Carl Daley Jr;ID;0;62;M;1;American;4;9;2;152;0,152;152;NUCOR CORP (Quoted);Basic Materials;Steel & Iron
Harvey B Gantt;ID;0;71;M;1;American;3;3;3;140;0,14;140;NUCOR CORP (Quoted);Basic Materials;Steel & Iron
Gregory (Greg) J Hayes;ID;0;53;M;1;;3;3;2;;;;NUCOR CORP (Quoted);Basic Materials;Steel & Iron
Doctor Victoria Franchetti Haynes;ID;0;67;F;0;American;7;14;4;;;;NUCOR CORP (Quoted);Basic Materials;Steel & Iron
James (Jim) D Hlavacek;ID;0;71;M;1;American;0;4;3;;;;NUCOR CORP (Quoted);Basic Materials;Steel & Iron
Bernard L Kasriel;ID;0;67;M;1;French;7;19;3;140;0,14;140;NUCOR CORP (Quoted);Basic Materials;Steel & Iron
Christopher J Kearney;ID;0;59;M;1;American;4;4;3;140;0,14;140;NUCOR CORP (Quoted);Basic Materials;Steel & Iron
Raymond (Ray) J Milchovich;ID;0;64;M;1;American;3;4;1;;;;NUCOR CORP (Quoted);Basic Materials;Steel & Iron
John H Walker;ID;0;57;M;1;American;7;9;3;;;;NUCOR CORP (Quoted);Basic Materials;Steel & Iron
Frederick (Rick) H Waddell;ED;1;60;M;1;American;3;4;4;7,225;7,225;7225;NORTHERN TRUST CORP (Quoted);Financial;Asset Management
Linda Walker Bynoe;ID;0;62;F;0;American;8;18;8;74;0,074;74;NORTHERN TRUST CORP (Quoted);Financial;Asset Management
Nicholas (Nick) D Chabraja;ID;0;71;M;1;American;6;11;6;74;0,074;74;NORTHERN TRUST CORP (Quoted);Financial;Asset Management
Susan M Crown;ID;0;55;F;0;American;5;14;5;62;0,062;62;NORTHERN TRUST CORP (Quoted);Financial;Asset Management
Professor, Dr Dipak Chand Jain;ID;0;56;M;1;Indian;8;21;8;71;0,071;71;NORTHERN TRUST CORP (Quoted);Financial;Asset Management
Robert (Bob) Whitman Lane;ID;0;64;M;1;American;6;9;5;65;0,065;65;NORTHERN TRUST CORP (Quoted);Financial;Asset Management
Edward Joseph Mooney;ID;0;73;M;1;;9;18;5;74;0,074;74;NORTHERN TRUST CORP (Quoted);Financial;Asset Management
Jose Luis Prado Becerra;ID;0;60;M;1;;2;2;3;62;0,062;62;NORTHERN TRUST CORP (Quoted);Financial;Asset Management
John William Rowe;ID;0;69;M;1;American;7;23;7;86;0,086;86;NORTHERN TRUST CORP (Quoted);Financial;Asset Management
Martin P Slark;ID;0;60;M;1;American;5;7;5;62;0,062;62;NORTHERN TRUST CORP (Quoted);Financial;Asset Management
David Hart Smith Jr;ID;0;48;M;1;;4;5;4;65;0,065;65;NORTHERN TRUST CORP (Quoted);Financial;Asset Management
Charles A Tribbett III;ID;0;58;M;1;American;2;4;3;62;0,062;62;NORTHERN TRUST CORP (Quoted);Financial;Asset Management
Frederick (Fred) Wallace Smith;ED;1;69;M;1;American;0;0;1;7,613;7,613;7613;FEDEX CORP (Quoted);Services;Air Delivery & Freight Services
James (Jim) L Barksdale;ID;0;71;M;1;American;3;9;6;244;0,244;244;FEDEX CORP (Quoted);Services;Air Delivery & Freight Services
John Albert Edwardson;ID;0;64;M;1;;3;5;2;250;0,25;250;FEDEX CORP (Quoted);Services;Air Delivery & Freight Services
Marvin R Ellison;ID;0;49;M;1;American;2;2;4;;;;FEDEX CORP (Quoted);Services;Air Delivery & Freight Services
Kimberly (Kim)  Jabal;ID;0;46;F;0;;1;1;2;;;;FEDEX CORP (Quoted);Services;Air Delivery & Freight Services
The Hon. Doctor Shirley Ann Jackson;ID;0;67;F;0;American;13;51;8;245;0,245;245;FEDEX CORP (Quoted);Services;Air Delivery & Freight Services
Steven (Steve) R Loranger;ID;0;62;M;1;American;2;5;2;243;0,243;243;FEDEX CORP (Quoted);Services;Air Delivery & Freight Services
Doctor Gary William Loveman;ID;0;54;M;1;American;6;13;5;237;0,237;237;FEDEX CORP (Quoted);Services;Air Delivery & Freight Services
R Brad Martin;ID;0;62;M;1;American;5;28;7;231;0,231;231;FEDEX CORP (Quoted);Services;Air Delivery & Freight Services
Joshua Cooper Ramo;ID;0;46;M;1;American;2;2;3;230;0,23;230;FEDEX CORP (Quoted);Services;Air Delivery & Freight Services
Ambassador Susan Carroll Schwab;ID;0;58;F;0;American;4;17;6;229;0,229;229;FEDEX CORP (Quoted);Services;Air Delivery & Freight Services
Joshua Isaac Smith;ID;0;72;M;1;American;1;10;4;;;;FEDEX CORP (Quoted);Services;Air Delivery & Freight Services
David P Steiner;ID;0;54;M;1;American;2;4;4;234;0,234;234;FEDEX CORP (Quoted);Services;Air Delivery & Freight Services
Paul Steven Walsh;ID;0;58;M;1;British;6;22;8;230;0,23;230;FEDEX CORP (Quoted);Services;Air Delivery & Freight Services
George S Barrett;ED;1;59;M;1;;3;4;2;14,063;14,063;14063;CARDINAL HEALTH INC (Quoted);Services;Drugs Wholesale
Colleen (Collen) F Arnold;ID;0;56;F;0;;1;3;2;165;0,165;165;CARDINAL HEALTH INC (Quoted);Services;Drugs Wholesale
Glenn A Britt;ID;0;65;M;1;American;3;11;4;178;0,178;178;CARDINAL HEALTH INC (Quoted);Services;Drugs Wholesale
Carrie S Cox;ID;0;57;F;0;American;3;5;4;165;0,165;165;CARDINAL HEALTH INC (Quoted);Services;Drugs Wholesale
Calvin (Cal)  Darden;ID;0;64;M;1;American;6;14;5;165;0,165;165;CARDINAL HEALTH INC (Quoted);Services;Drugs Wholesale
Bruce L Downey;ID;0;66;M;1;American;3;5;4;165;0,165;165;CARDINAL HEALTH INC (Quoted);Services;Drugs Wholesale
John F Finn;ID;0;66;M;1;American;6;11;6;198;0,198;198;CARDINAL HEALTH INC (Quoted);Services;Drugs Wholesale
Patricia (Pat) A Hemingway Hall;ID;0;61;F;0;American;2;3;8;;;;CARDINAL HEALTH INC (Quoted);Services;Drugs Wholesale
Clayton (Clay) M Jones;ID;0;65;M;1;American;4;6;4;160;0,16;160;CARDINAL HEALTH INC (Quoted);Services;Drugs Wholesale
Gregory B Kenny;ID;0;61;M;1;American;4;11;4;175;0,175;175;CARDINAL HEALTH INC (Quoted);Services;Drugs Wholesale
David P King;ID;0;58;M;1;American;1;2;3;172;0,172;172;CARDINAL HEALTH INC (Quoted);Services;Drugs Wholesale
Richard (Dick) C Notebaert;ID;0;67;M;1;American;9;17;6;165;0,165;165;CARDINAL HEALTH INC (Quoted);Services;Drugs Wholesale
Doctor Jean G Spaulding;ID;0;67;F;0;American;0;1;3;;;;CARDINAL HEALTH INC (Quoted);Services;Drugs Wholesale
Donald (Don)  Thompson;ED;1;51;M;1;;1;3;1;12,031;12,031;12031;MCDONALD'S CORP (Quoted);Services;Restaurants
Susan E Arnold;ID;0;60;F;0;American;3;8;4;;;;MCDONALD'S CORP (Quoted);Services;Restaurants
Robert (Bob) A Eckert;ID;0;59;M;1;American;7;10;4;164;0,164;164;MCDONALD'S CORP (Quoted);Services;Restaurants
Enrique  Hernandez Jr;ID;0;58;M;1;American;10;27;6;;;;MCDONALD'S CORP (Quoted);Services;Restaurants
Jeanne P Jackson;ID;0;62;F;0;American;3;18;3;;;;MCDONALD'S CORP (Quoted);Services;Restaurants
Richard (Rick) Herbert Lenny;ID;0;62;M;1;American;7;18;5;;;;MCDONALD'S CORP (Quoted);Services;Restaurants
Doctor Walter Eugene Massey;ID;0;75;M;1;American;2;17;3;158;0,158;158;MCDONALD'S CORP (Quoted);Services;Restaurants
Andrew James McKenna Sr;ID;0;84;M;1;American;4;24;6;;;;MCDONALD'S CORP (Quoted);Services;Restaurants
Cary D McMillan;ID;0;56;M;1;American;6;15;5;;;;MCDONALD'S CORP (Quoted);Services;Restaurants
Sheila A Penrose;ID;0;69;F;0;;5;7;3;149;0,149;149;MCDONALD'S CORP (Quoted);Services;Restaurants
John W Rogers Jr;ID;0;55;M;1;American;4;26;5;;;;MCDONALD'S CORP (Quoted);Services;Restaurants
Roger Warren Stone;ID;0;79;M;1;American;3;9;3;149;0,149;149;MCDONALD'S CORP (Quoted);Services;Restaurants
Miles D White;ID;0;59;M;1;American;5;9;3;149;0,149;149;MCDONALD'S CORP (Quoted);Services;Restaurants
Michael (Mike) L Corbat;ED;1;54;M;1;American;0;0;1;9,761;9,761;9761;CITIGROUP INC (Quoted);Financial;Money Center Banks
Duncan P Hennes;ID;0;58;M;1;;1;2;7;;;;CITIGROUP INC (Quoted);Financial;Money Center Banks
Doctor Franz Bernard Humer;ID;0;67;M;1;Swiss;2;17;8;;;;CITIGROUP INC (Quoted);Financial;Money Center Banks
Doctor Robert (Bob) L Joss;ID;0;73;M;1;;3;19;7;221;0,221;221;CITIGROUP INC (Quoted);Financial;Money Center Banks
Michael Edward O'Neill;ID;0;67;M;1;American;4;10;2;260;0,26;260;CITIGROUP INC (Quoted);Financial;Money Center Banks
Gary M Reiner;ID;0;60;M;1;American;2;6;7;;;;CITIGROUP INC (Quoted);Financial;Money Center Banks
Lawrence (Larry) Robert Ricciardi;ID;0;73;M;1;American;0;16;4;;;;CITIGROUP INC (Quoted);Financial;Money Center Banks
Professor, Dr Judith H Rodin;ID;0;69;F;0;American;4;22;7;;;;CITIGROUP INC (Quoted);Financial;Money Center Banks
Robert L Ryan;ID;0;71;M;1;American;6;23;4;;;;CITIGROUP INC (Quoted);Financial;Money Center Banks
Doctor Anthony M Santomero;ID;0;68;M;1;;4;9;8;260;0,26;260;CITIGROUP INC (Quoted);Financial;Money Center Banks
Joan Edelman Spero;ID;0;69;F;0;American;5;15;7;;;;CITIGROUP INC (Quoted);Financial;Money Center Banks
Diana Lancaster Taylor;ID;0;59;F;0;;6;27;7;;;;CITIGROUP INC (Quoted);Financial;Money Center Banks
William (Bill) S Thompson Jr;ID;0;69;M;1;;2;4;2;167;0,167;167;CITIGROUP INC (Quoted);Financial;Money Center Banks
James (Jim) Stanton Turley;ID;0;59;M;1;;3;3;4;;;;CITIGROUP INC (Quoted);Financial;Money Center Banks
Doctor Ernesto  Zedillo Ponce de Leon;ID;0;62;M;1;Mexican;8;18;8;;;;CITIGROUP INC (Quoted);Financial;Money Center Banks
Jack B Moore;ED;1;61;M;1;American;2;3;2;7,56;7,56;7560;CAMERON INTERNATIONAL CORP (Cooper Cameron prior to 05/2006) (Quoted);Basic Materials;Oil & Gas Equipment & Services
Charles Baker Cunningham;ID;0;72;M;1;;2;3;3;147;0,147;147;CAMERON INTERNATIONAL CORP (Cooper Cameron prior to 05/2006) (Quoted);Basic Materials;Oil & Gas Equipment & Services
H Paulett Eberhart;ID;0;60;F;0;American;8;19;5;;;;CAMERON INTERNATIONAL CORP (Cooper Cameron prior to 05/2006) (Quoted);Basic Materials;Oil & Gas Equipment & Services
Sheldon R Erikson;ID;0;73;M;1;American;5;17;4;;;;CAMERON INTERNATIONAL CORP (Cooper Cameron prior to 05/2006) (Quoted);Basic Materials;Oil & Gas Equipment & Services
Peter James Fluor;ID;0;66;M;1;American;6;12;4;149;0,149;149;CAMERON INTERNATIONAL CORP (Cooper Cameron prior to 05/2006) (Quoted);Basic Materials;Oil & Gas Equipment & Services
Douglas (Doug) Lee Foshee;ID;0;54;M;1;;1;1;2;140;0,14;140;CAMERON INTERNATIONAL CORP (Cooper Cameron prior to 05/2006) (Quoted);Basic Materials;Oil & Gas Equipment & Services
James (Jim) T Hackett;ID;0;60;M;1;American;5;24;7;;;;CAMERON INTERNATIONAL CORP (Cooper Cameron prior to 05/2006) (Quoted);Basic Materials;Oil & Gas Equipment & Services
Luis Rodolfo Landim Machado;ID;0;57;M;1;;1;4;2;140;0,14;140;CAMERON INTERNATIONAL CORP (Cooper Cameron prior to 05/2006) (Quoted);Basic Materials;Oil & Gas Equipment & Services
Michael (Mike) E Patrick;ID;0;71;M;1;American;2;6;1;171;0,171;171;CAMERON INTERNATIONAL CORP (Cooper Cameron prior to 05/2006) (Quoted);Basic Materials;Oil & Gas Equipment & Services
John (Jon) Erik Reinhardsen;ID;0;58;M;1;Norwegian;1;2;5;144;0,144;144;CAMERON INTERNATIONAL CORP (Cooper Cameron prior to 05/2006) (Quoted);Basic Materials;Oil & Gas Equipment & Services
David  Ross III;ID;0;73;M;1;American;2;4;3;158;0,158;158;CAMERON INTERNATIONAL CORP (Cooper Cameron prior to 05/2006) (Quoted);Basic Materials;Oil & Gas Equipment & Services
Bruce W Wilkinson;ID;0;70;M;1;American;4;6;3;147;0,147;147;CAMERON INTERNATIONAL CORP (Cooper Cameron prior to 05/2006) (Quoted);Basic Materials;Oil & Gas Equipment & Services
Mark J Costa;ED;1;48;M;1;;0;0;1;;;;EASTMAN CHEMICAL CO (Quoted);Basic Materials;Chemicals - Major Diversified
James (Jim) P Rogers;ED;1;62;M;1;American;2;2;3;;;;EASTMAN CHEMICAL CO (Quoted);Basic Materials;Chemicals - Major Diversified
Humberto (Bert) P Alfonso;ID;0;57;M;1;Cuban;3;3;2;93;0,093;93;EASTMAN CHEMICAL CO (Quoted);Basic Materials;Chemicals - Major Diversified
